# optional comment for each column  in this row. All commented out rows are preceded by #  which can be ignored by dplyr and pandas.,,,,,,,,,,,# 1-based indexing
owner,sample_type,plasmid,library_type,sample_id,sample_name,insert_read,insert_start,insert_length,barcode_read,barcode_start,barcode_length
kc,dicodon_yeast,pHPSC1160.1,plasmid,47lib7,47_lib_7,1,51,50,1,1,24
