S. cerevisiae			
Genes included in this table have RNA RPM >= 10.0 and RPF RPM > 0 for RNA-Seq and ribosome profiling data			
Transcript ID	mRNA RPKM	RPF RPKM	log2(TE)
YKL194C	23.82	12.41	-0.940670298
YKL195W	126.96	106.63	-0.251760641
YKL196C	254.51	323.95	0.348048815
YKL197C	28.67	12.44	-1.204555419
YKL198C	30.24	10.84	-1.480093383
YKL201C	13.74	3.94	-1.802114469
YKL203C	40.63	10.42	-1.963190087
YKL204W	48.96	68.92	0.493319144
YKL205W	62.96	29.03	-1.116890969
YKL206C	53.82	51.59	-0.061050944
YKL207W	195.01	172.81	-0.174361402
YKL208W	19.31	18.38	-0.071211398
YKL209C	152.69	78.81	-0.954154974
YKL210W	411.39	468.04	0.186125106
YKL211C	96.21	108.04	0.167306785
YKL212W	207.38	216.41	0.0614904
YKL213C	52.79	43.94	-0.264729796
YKL214C	65.69	83.99	0.354543803
YKL215C	54.81	44.82	-0.290296486
YKL216W	396.25	612.33	0.627898432
YKL218C	19.97	17.93	-0.155458845
YKL219W	26.94	14.64	-0.879834297
YKL220C	5.86	0.8	-2.87282876
YKL222C	10.5	1.01	-3.37796213
YKR001C	200.27	256.35	0.356168573
YKR002W	50.29	44.02	-0.192112408
YKR003W	91.88	55.7	-0.722073529
YKR004C	17.28	6.39	-1.435215381
YKR006C	84.71	98.06	0.211132472
YKR007W	52.95	46.65	-0.182753603
YKR008W	55.39	54.73	-0.017293682
YKR009C	5.01	2.07	-1.275179836
YKR010C	25.34	12.03	-1.074779882
YKR011C	27.23	49.94	0.874998839
YKR013W	131.39	253.36	0.947333295
YKR014C	117.7	242.63	1.043643623
YKR016W	52.37	39.05	-0.423418056
YKR017C	12.59	6.46	-0.962672213
YKR018C	144.97	104.18	-0.476676039
YKR019C	14.42	8	-0.849999259
YKR020W	26.23	48.27	0.879909019
YKR021W	21.78	9.79	-1.153623189
YKR022C	30.28	12.04	-1.330529813
YKR023W	17.33	21.71	0.325088071
YKR024C	33.57	34.55	0.041513174
YKR025W	62	99.94	0.688794003
YKR026C	85.06	97.65	0.199139189
YKR027W	26.02	11.02	-1.239496738
YKR028W	82.49	30.81	-1.420820554
YKR029C	27.19	24.22	-0.166877286
YKR030W	41.49	41.12	-0.012923393
YKR031C	35.98	12.47	-1.528733721
YKR035W-A	68.22	124.99	0.873546015
YKR036C	31.37	10	-1.649385529
YKR037C	32.72	24.72	-0.404494005
YKR038C	80.26	50.72	-0.662126411
YKR039W	12.81	8.99	-0.510877455
YKR042W	829.11	1389.08	0.744494264
YKR043C	198.62	410.83	1.048530633
YKR044W	24.03	8.04	-1.579569242
YKR045C	23.25	26.24	0.174537004
YKR046C	40.78	38.01	-0.10148275
YKR048C	256	270.41	0.079004695
YKR049C	53.21	42.81	-0.313749568
YKR050W	26.83	0.69	-5.281106882
YKR051W	21.03	6.11	-1.783204565
YKR052C	40.48	30.98	-0.385872146
YKR053C	15.26	1.56	-3.290137028
YKR054C	39.16	4.77	-3.037319594
YKR055W	19.55	24.38	0.318529518
YKR056W	51.6	49.85	-0.049777561
YKR057W	2136.06	2915.94	0.449008863
YKR058W	8.89	1.38	-2.687515152
YKR060W	42.38	42.87	0.016584829
YKR061W	13.37	2.15	-2.636590901
YKR062W	64.02	66.22	0.048744334
YKR063C	24.84	13.03	-0.93082809
YKR064W	24.83	6.26	-1.987849699
YKR065C	117.76	160.28	0.444744838
YKR066C	150.27	159.09	0.082286137
YKR067W	49.14	31.86	-0.625151591
YKR068C	85.47	102.13	0.256916683
YKR069W	15.05	3.9	-1.948217458
YKR070W	75.46	65.13	-0.212389873
YKR071C	113.81	154.42	0.440232291
YKR072C	61.53	45.88	-0.423424601
YKR074W	130.2	149.02	0.19477652
YKR075C	14.91	13.49	-0.144389909
YKR076W	19.02	13.4	-0.505284246
YKR077W	12.63	24.29	0.943507851
YKR078W	16.05	9.2	-0.802867531
YKR079C	45.94	18.15	-1.339781308
YKR080W	143.16	148.47	0.052542999
YKR081C	131.87	208.91	0.663765159
YKR082W	72.22	45.67	-0.661151631
YKR083C	39.71	45.09	0.183305149
YKR084C	77.66	77.64	-0.000371589
YKR085C	108.73	98.08	-0.148719169
YKR086W	24.99	8.2	-1.607655087
YKR087C	31.18	27.25	-0.194364698
YKR088C	58.01	48.28	-0.264875943
YKR089C	52.66	22.05	-1.255928866
YKR090W	33.62	24.67	-0.446562009
YKR092C	195.53	275.69	0.495656962
YKR093W	191.84	185.13	-0.051364863
YKR095W	82.7	34.34	-1.26799729
YKR095W-A	99.45	135.27	0.44379864
YKR096W	34.33	12.21	-1.491406657
YKR098C	12.77	3.15	-2.019334791
YKR099W	27.76	13.36	-1.05508756
YKR100C	54.13	34.28	-0.659061279
YKR101W	13.61	7.02	-0.955124131
YKR103W	6.28	0.14	-5.487265827
YLL001W	48.27	49.02	0.022243657
YLL002W	17.01	12.85	-0.404614782
YLL003W	19.11	3.74	-2.353217603
YLL004W	24.12	17.27	-0.481961824
YLL006W	41.13	26.66	-0.625514291
YLL007C	15.4	9.78	-0.655023981
YLL008W	93.7	103.23	0.139741345
YLL009C	150.14	333.67	1.152113593
YLL010C	49.05	47.39	-0.049670475
YLL011W	71.49	57.99	-0.301937314
YLL012W	37.75	26.16	-0.529114104
YLL013C	75.62	49.82	-0.602042828
YLL014W	156.3	180.6	0.208480114
YLL015W	39.02	18.65	-1.065038147
YLL018C	478.88	693.54	0.534314909
YLL019C	30.42	11.39	-1.417252406
YLL021W	70.25	56.55	-0.312971201
YLL022C	41.89	46.43	0.148451397
YLL023C	63.91	82.76	0.372891958
YLL026W	321.59	424.13	0.399283987
YLL027W	50	59.49	0.250719083
YLL028W	51.64	52.6	0.026573799
YLL029W	96.61	61.39	-0.654168859
YLL031C	59.14	35.9	-0.720150399
YLL032C	25.43	15.6	-0.704985433
YLL034C	67.09	48.99	-0.453610452
YLL035W	26.94	14.83	-0.861231253
YLL036C	39.08	26.86	-0.540971163
YLL038C	30.31	33.03	0.123983118
YLL040C	84.63	38.01	-1.154790141
YLL041C	41.39	54.89	0.407261091
YLL043W	74.58	47.07	-0.663980944
YLL048C	147.6	56.83	-1.376968101
YLL049W	57.89	14.85	-1.962851226
YLL050C	1405.91	2367.77	0.752024705
YLL051C	46.26	14.9	-1.634452935
YLL054C	14.71	4.4	-1.741221818
YLL055W	9.83	1.32	-2.896653487
YLL058W	29.85	27.64	-0.110973316
YLL061W	48.32	30.93	-0.643613621
YLL062C	24.5	21.77	-0.170440342
YLL063C	7.6	4.56	-0.736965594
YLR001C	26.51	14.98	-0.823499046
YLR002C	63.81	64	0.004289371
YLR003C	71.81	75.46	0.071527338
YLR005W	36.98	31.66	-0.224083969
YLR006C	26.31	12.26	-1.101652269
YLR007W	32.48	13.75	-1.240120014
YLR008C	113.75	119.98	0.076927391
YLR009W	188.04	302.3	0.684941393
YLR014C	14.51	3.46	-2.068203576
YLR015W	23.67	19.22	-0.30045137
YLR016C	35.79	20.39	-0.811694768
YLR017W	126.15	142.64	0.177238402
YLR018C	60.68	45.59	-0.412503676
YLR019W	56.47	33.32	-0.761096231
YLR020C	49.02	25.31	-0.953662977
YLR021W	59.83	44.13	-0.439109316
YLR022C	84.37	90.9	0.107550193
YLR023C	49.33	19.28	-1.355360236
YLR024C	31.61	7.88	-2.0041135
YLR025W	55.06	132.8	1.270178632
YLR026C	50.36	67.39	0.420256243
YLR027C	448.21	504.97	0.172022844
YLR028C	185.58	172.62	-0.104441612
YLR032W	24.83	15.45	-0.684477423
YLR033W	51.16	44.64	-0.196679237
YLR034C	97.04	75.92	-0.354099558
YLR035C	12.39	4.97	-1.317858431
YLR036C	29.46	24.61	-0.259512773
YLR038C	101.46	262.15	1.36948148
YLR039C	33.57	17.46	-0.943118978
YLR043C	735.08	1063.76	0.53319952
YLR044C	17272.43	21999.67	0.349010818
YLR045C	45.48	30.7	-0.566993599
YLR046C	26.33	0.05	-9.040563711
YLR047C	24.09	6.36	-1.921335723
YLR049C	53.54	35.51	-0.592391779
YLR050C	75.96	73.09	-0.055565872
YLR051C	64.49	110.03	0.770749558
YLR052W	57.53	49.73	-0.210198039
YLR055C	46.68	37.49	-0.316298735
YLR056W	568.41	549.07	-0.049941848
YLR057W	32.9	13.04	-1.335143714
YLR058C	777.62	1294.12	0.734834171
YLR059C	69.65	63.57	-0.131777264
YLR060W	365.55	408.86	0.161538175
YLR061W	4176.08	7691.9	0.881190657
YLR063W	22.28	24.8	0.154590888
YLR064W	73.84	62.56	-0.23916204
YLR065C	80.72	89.81	0.153949918
YLR066W	135.72	134.62	-0.011740573
YLR067C	20.06	4.8	-2.063215295
YLR068W	25.74	73.72	1.518044017
YLR069C	47.16	40.83	-0.207934151
YLR071C	54.09	24.26	-1.156782347
YLR072W	31.66	18.47	-0.777477389
YLR073C	57.43	27.62	-1.056091242
YLR074C	96.3	134.37	0.480603369
YLR075W	6172.12	8675.54	0.491187448
YLR077W	45.06	23.2	-0.957722508
YLR078C	70.93	57.23	-0.309624341
YLR079W	84.81	81.55	-0.056549507
YLR082C	15.27	17.11	0.164139698
YLR083C	150.31	113.93	-0.399793307
YLR084C	57.81	26.51	-1.124782402
YLR085C	27.32	18.69	-0.547690915
YLR086W	39.58	18.69	-1.082505043
YLR087C	33.14	3.4	-3.284966951
YLR088W	69.56	50.81	-0.453145469
YLR089C	103.38	96.36	-0.101450809
YLR090W	48.47	29.23	-0.729642253
YLR091W	13.21	7.06	-0.903890378
YLR092W	5.21	1.8	-1.533286466
YLR093C	95.88	114.5	0.256045784
YLR094C	46.61	37.71	-0.305692362
YLR095C	34.83	23.63	-0.559710844
YLR096W	42.79	20.9	-1.033770737
YLR097C	33.48	13.96	-1.262000586
YLR098C	19.82	5.97	-1.731154126
YLR099C	54.05	27.26	-0.987509056
YLR099W-A	110.35	87.46	-0.335391376
YLR100W	206.04	219.88	0.093791939
YLR102C	17.96	26.68	0.570971316
YLR103C	21.04	11.89	-0.82338599
YLR104W	57.27	74.71	0.383521758
YLR105C	23.79	11.26	-1.079148444
YLR106C	126.42	40.12	-1.655831209
YLR107W	30.64	18.15	-0.755446749
YLR108C	48.68	23.92	-1.025111779
YLR109W	4628.71	9571.49	1.04813335
YLR110C	7730.84	15022.1	0.958389422
YLR113W	152.55	104.21	-0.549788455
YLR114C	60.58	29.38	-1.044007182
YLR115W	32.99	15.48	-1.091623306
YLR116W	32.04	23.94	-0.420450995
YLR117C	26.42	17.59	-0.586874984
YLR118C	89.91	111.61	0.311912805
YLR119W	21.55	23.92	0.15052952
YLR120C	61.24	58.18	-0.073950986
YLR121C	12.13	9.1	-0.4146411
YLR126C	60.17	49.11	-0.293027534
YLR127C	16.86	5.6	-1.590105804
YLR128W	16.97	16.54	-0.03702733
YLR129W	86.01	62.03	-0.47153828
YLR130C	57.67	18.96	-1.604862058
YLR131C	26.63	17.91	-0.572287091
YLR132C	14.51	10.14	-0.516989867
YLR133W	35.07	41.8	0.253265512
YLR135W	12.54	5.68	-1.142574513
YLR136C	62.32	74.26	0.252890082
YLR137W	22.28	13.01	-0.776128271
YLR138W	69.73	23.48	-1.570347073
YLR139C	11.61	9.58	-0.277270411
YLR141W	17.19	7.22	-1.251498803
YLR143W	30.08	24.32	-0.306661338
YLR144C	30.35	21.44	-0.501391611
YLR145W	22.7	17.46	-0.378638739
YLR146C	45.35	36.78	-0.302181071
YLR147C	58.85	117.24	0.994350553
YLR148W	29.28	21.72	-0.43089145
YLR149C	5.57	3.53	-0.658009144
YLR150W	2489.79	4497.65	0.853147333
YLR151C	11.16	11.86	0.087766983
YLR152C	13.65	3.18	-2.101802281
YLR153C	335.44	453.04	0.4335837
YLR154C	85.85	87.77	0.031909773
YLR163C	68.42	62.65	-0.127103595
YLR166C	47.92	25.97	-0.883781894
YLR168C	40.74	19.27	-1.080089409
YLR170C	57.06	97.14	0.767585739
YLR172C	235.49	258.08	0.132152546
YLR173W	19.32	9.85	-0.971899464
YLR174W	8.79	0.14	-5.972364433
YLR175W	452.09	478.24	0.081124796
YLR176C	13.03	8.12	-0.682285451
YLR177W	25.49	7.8	-1.708385344
YLR178C	51.4	53.83	0.066642066
YLR179C	424.99	633.06	0.574913346
YLR180W	622.18	934.25	0.586476638
YLR181C	43.9	46.67	0.088274528
YLR182W	37.29	27.63	-0.432553235
YLR183C	45.88	39.27	-0.224437793
YLR185W	3483.15	6788.07	0.962608839
YLR186W	134.77	170.4	0.338425949
YLR187W	28.79	23.69	-0.28128959
YLR188W	63.53	22.15	-1.52013132
YLR189C	34.82	10.92	-1.672943347
YLR190W	82.8	43.19	-0.938933451
YLR191W	29.44	23.21	-0.343031149
YLR192C	284.51	542.16	0.930239315
YLR193C	51.68	61.06	0.24062152
YLR194C	56.38	85.25	0.596516356
YLR195C	91.55	106.75	0.221604279
YLR196W	113.44	144.25	0.346641881
YLR197W	585.97	591.58	0.013746474
YLR199C	52.66	59.75	0.182231192
YLR200W	111.8	234.01	1.065649994
YLR201C	44.07	39.48	-0.158674907
YLR203C	92.67	61.82	-0.584028717
YLR204W	63.12	76.32	0.273963966
YLR205C	14.71	16.21	0.140086844
YLR206W	86.19	70.59	-0.288056672
YLR207W	39.91	25.31	-0.657042771
YLR208W	212.43	340.01	0.678589656
YLR209C	51.47	57.74	0.165839325
YLR210W	24.64	19.19	-0.360647545
YLR211C	23.23	13.33	-0.801312374
YLR212C	45.31	26.61	-0.76786098
YLR213C	10.69	4.55	-1.232323403
YLR214W	253.16	186.89	-0.437860097
YLR215C	27.59	20.21	-0.449076135
YLR216C	403.99	561.57	0.475146284
YLR218C	26.94	39.69	0.559025712
YLR219W	37.66	25.95	-0.537298461
YLR220W	59.22	68.03	0.200086599
YLR221C	98.75	119.84	0.279256876
YLR222C	91.91	72.73	-0.337671262
YLR223C	36.81	21.88	-0.750485012
YLR224W	52.75	12.08	-2.126550639
YLR225C	42.89	50.95	0.24844083
YLR226W	24.81	19.49	-0.348187645
YLR227C	9.86	1.17	-3.075079117
YLR228C	28.28	10.92	-1.372809264
YLR229C	212.1	283.29	0.417535055
YLR231C	82.14	91.27	0.152055784
YLR233C	10.46	1.1	-3.249307423
YLR234W	13.07	5.45	-1.261931006
YLR237W	30.77	12.91	-1.253035443
YLR238W	17.42	11.47	-0.602879233
YLR239C	24.19	18.79	-0.364445703
YLR240W	27.96	11.9	-1.232402787
YLR241W	51.66	28.08	-0.879504708
YLR242C	19.11	8.39	-1.187585063
YLR243W	39.36	47.87	0.282391585
YLR244C	251.1	372.75	0.569946324
YLR245C	40.47	38.34	-0.078002512
YLR246W	13.05	3.36	-1.957516669
YLR247C	45.82	13.04	-1.813033589
YLR248W	92.41	74.23	-0.31604661
YLR249W	4832.59	4313.08	-0.164078125
YLR250W	126.19	178.78	0.502587765
YLR251W	20.71	6.33	-1.710050149
YLR253W	32.87	14.76	-1.155078735
YLR254C	25.32	20.49	-0.30535742
YLR257W	174.54	214.88	0.299973508
YLR258W	77.64	58.15	-0.417020926
YLR259C	940.14	1258.24	0.420459617
YLR260W	31.4	15.25	-1.041955316
YLR262C	83.52	139.98	0.745027096
YLR262C-A	441.8	1221.27	1.466916865
YLR263W	8.64	0.09	-6.584962501
YLR264W	1580.21	3274.89	1.051330153
YLR265C	25.79	10.86	-1.24778767
YLR266C	24.95	4.25	-2.553505069
YLR268W	103.56	127.21	0.296745215
YLR270W	67.93	104.85	0.626206102
YLR271W	12.96	8.17	-0.665657735
YLR272C	35.4	12.76	-1.472121031
YLR273C	8.44	2.3	-1.875609138
YLR274W	41.94	36.03	-0.21912821
YLR276C	109.13	91.39	-0.255939538
YLR277C	36.45	18.94	-0.944482484
YLR278C	28.84	9.45	-1.60968493
YLR283W	17.14	6.45	-1.409996044
YLR285W	103.27	116.11	0.169071019
YLR286C	852.02	1002.72	0.234959602
YLR287C	63.46	57.59	-0.140029199
YLR288C	18.06	6.27	-1.526260545
YLR289W	13.87	5.57	-1.316218555
YLR290C	32.03	23.22	-0.464055826
YLR291C	126.06	89.73	-0.490448252
YLR292C	106.13	152.85	0.526284029
YLR293C	1317.19	1925.27	0.547597319
YLR295C	134.05	224.52	0.744072745
YLR297W	37.92	14.37	-1.399898902
YLR298C	29.62	32.61	0.1387428
YLR299W	23.31	22.11	-0.076249979
YLR300W	445.78	444.92	-0.002785939
YLR301W	361.2	574.45	0.669383434
YLR304C	466.75	416.82	-0.163225519
YLR305C	80.55	24.8	-1.699544468
YLR306W	29.14	23.76	-0.294466041
YLR309C	48	28.13	-0.770924853
YLR310C	56.79	15.78	-1.847539706
YLR312W-A	55.28	58.19	0.07401363
YLR313C	12.67	3.37	-1.910596028
YLR314C	159.32	212.97	0.418722835
YLR316C	18.9	18.59	-0.023859464
YLR318W	7.82	1.03	-2.92452427
YLR319C	31.69	22.13	-0.518024209
YLR320W	14	1.41	-3.311659759
YLR321C	47.74	76.62	0.682522459
YLR323C	22.68	22.34	-0.021791454
YLR324W	43.43	34.32	-0.3396424
YLR325C	3601.39	6030.4	0.74369986
YLR326W	24.4	29.99	0.297600374
YLR328W	76.78	66.94	-0.197862009
YLR330W	114.46	86.99	-0.395922042
YLR332W	52.23	50.61	-0.045456229
YLR333C	2015.76	3518.61	0.803681737
YLR335W	118.38	127.55	0.107637537
YLR336C	40.1	35.14	-0.190488045
YLR337C	37.21	40.45	0.120449312
YLR340W	4808.49	5392.46	0.165359651
YLR342W	532.92	265.89	-1.003089458
YLR345W	27.33	19.9	-0.457717029
YLR346C	39.76	39.05	-0.025995209
YLR347C	150.49	131.61	-0.193398511
YLR348C	152.87	100.19	-0.609566793
YLR350W	53.97	100.25	0.893372644
YLR351C	150.35	140.45	-0.098268243
YLR352W	17.21	8.04	-1.097979691
YLR353W	23.34	6.88	-1.762324091
YLR354C	911.53	1278.96	0.4886091
YLR355C	2008.54	3527.45	0.812478441
YLR356W	28.19	32.13	0.188737503
YLR357W	43.98	33.36	-0.398728315
YLR359W	333.73	369.34	0.146268136
YLR360W	27.36	10.03	-1.447746624
YLR361C	38.38	18.07	-1.086758205
YLR362W	20.58	16.68	-0.303123693
YLR363C	49.86	49.55	-0.008997825
YLR363W-A	69.17	102.07	0.561340536
YLR367W	769.63	1336.41	0.796125742
YLR368W	24.55	6.55	-1.906156213
YLR369W	28.15	29.21	0.053327436
YLR370C	117.61	187.8	0.67518633
YLR371W	41.75	13.18	-1.663425827
YLR372W	331.89	313.59	-0.081825607
YLR373C	27.85	15.32	-0.86226103
YLR375W	52.24	22.42	-1.220368619
YLR378C	325.13	253.92	-0.356642647
YLR380W	88.1	92.26	0.066563273
YLR381W	12.68	4.07	-1.639454046
YLR382C	24.72	10.44	-1.243557031
YLR383W	27.52	8.75	-1.653125548
YLR384C	163.48	98.56	-0.730039987
YLR386W	40.98	26.72	-0.616999977
YLR387C	75.2	88.85	0.240639114
YLR388W	2526.03	7275.97	1.526267821
YLR389C	72.2	43.14	-0.742972661
YLR390W	55.89	64.48	0.206261569
YLR390W-A	270.43	791.51	1.549352373
YLR392C	18.64	9.27	-1.007760616
YLR393W	25.08	22.07	-0.184450719
YLR394W	13.58	0.25	-5.763411574
YLR395C	126.29	272.6	1.110045155
YLR396C	31.89	16.15	-0.981569933
YLR397C	45.69	39.62	-0.205649562
YLR398C	58.54	41.03	-0.512743592
YLR399C	152.46	103.8	-0.554624338
YLR401C	60.68	50.58	-0.262654049
YLR403W	51.25	30.82	-0.733685143
YLR404W	22.34	14.11	-0.662911198
YLR405W	29.36	20.52	-0.516821237
YLR406C	1140.17	1947.41	0.772307708
YLR407W	35.58	42.68	0.262493666
YLR409C	82.95	64.73	-0.357807477
YLR410W	141.81	101.76	-0.478788695
YLR412W	45.53	18.3	-1.314973811
YLR413W	277.83	254.39	-0.12716043
YLR417W	22.2	12.36	-0.844880933
YLR418C	49.76	76.08	0.612530761
YLR419W	38.82	24.11	-0.687168467
YLR420W	174.3	201.47	0.20899246
YLR421C	169.57	281.43	0.730895172
YLR422W	34.92	8.26	-2.079839872
YLR423C	10.82	8.61	-0.329615356
YLR424W	14.44	8.92	-0.694955127
YLR425W	19.13	5.44	-1.814158317
YLR426W	34.11	15.03	-1.182349746
YLR427W	37.06	19.39	-0.934550078
YLR429W	138.43	156.29	0.17506884
YLR430W	59.12	18.17	-1.70208785
YLR431C	10.86	4.89	-1.151117733
YLR433C	45.47	40.62	-0.162724764
YLR435W	75.51	175.86	1.219687752
YLR436C	39.98	11.12	-1.846121684
YLR437C	59.38	93.34	0.652518374
YLR438C-A	80.82	317.91	1.975834141
YLR438W	242.31	361.12	0.575624378
YLR439W	30.28	37.24	0.298487868
YLR440C	37.78	31	-0.285354486
YLR441C	2460.6	2682.3	0.124460454
YLR442C	23.22	13.54	-0.778140233
YLR443W	29.72	8.77	-1.760785368
YLR446W	8.24	6.27	-0.394178894
YLR447C	442.75	400.72	-0.14389779
YLR449W	206.05	326.03	0.662010258
YLR450W	61.01	30.91	-0.980972076
YLR451W	22.4	10.42	-1.104143455
YLR452C	98.86	51.59	-0.93829546
YLR454W	57.76	9.85	-2.551875113
YLR455W	54.45	31.24	-0.801537595
YLR459W	49.15	38.45	-0.354207818
YML001W	182.06	289.62	0.669747247
YML002W	13.61	0.3	-5.503560756
YML004C	193.31	238.43	0.302649501
YML005W	24.43	15.81	-0.627816496
YML006C	22.37	10.08	-1.150069618
YML007W	74.24	51.32	-0.53267554
YML008C	462.72	606.51	0.390391975
YML009C	166.53	250.51	0.589086096
YML010W	155.12	147.91	-0.068665114
YML011C	26.64	22.4	-0.25009535
YML012W	454.65	455.66	0.003201377
YML013W	38.61	33.57	-0.201802017
YML014W	51.2	61.26	0.258801557
YML015C	27.53	23.84	-0.207620374
YML016C	36.79	24.85	-0.566067825
YML017W	94.98	117.56	0.307701603
YML018C	72.78	31.41	-1.212318108
YML019W	71.22	51.89	-0.4568259
YML020W	17.45	8.65	-1.012454999
YML021C	47.83	40.43	-0.242489588
YML022W	345.38	493.18	0.513929752
YML023C	22.19	5.21	-2.09055439
YML025C	42.84	48.42	0.176644599
YML027W	30.62	35.96	0.231918738
YML028W	2933.99	5346.9	0.865838741
YML029W	38.68	23.08	-0.744944571
YML030W	53.03	72.58	0.452763308
YML031W	69.35	40.68	-0.769576203
YML032C	49.88	24.26	-1.039881915
YML034W	52.02	34.82	-0.579150196
YML035C	90.27	65.99	-0.45199919
YML036W	41.87	42.85	0.033378286
YML037C	11.16	7.67	-0.541038544
YML038C	55.18	22.43	-1.298715836
YML041C	20.02	20.98	0.067572704
YML043C	18.14	4.94	-1.876591509
YML046W	41.31	17.78	-1.216235736
YML048W	219.7	212.48	-0.048207818
YML049C	42.51	18.57	-1.194828444
YML051W	74.55	5.77	-3.691565129
YML052W	189.44	196.31	0.051392679
YML053C	33.64	47.21	0.488914777
YML055W	74.69	78.13	0.064961516
YML056C	388.39	255.68	-0.603166742
YML057W	49.6	42.3	-0.229682457
YML058W	509.09	1203.71	1.241495225
YML059C	47.24	18.99	-1.314769059
YML060W	29	32.61	0.169261541
YML061C	26.39	14.31	-0.882967679
YML062C	24.52	34.85	0.507199677
YML063W	3595.54	3724.11	0.050687227
YML064C	27.62	40.78	0.562148456
YML065W	32.63	20.21	-0.691129666
YML067C	111.51	105.9	-0.074470505
YML068W	18.26	5.24	-1.801048048
YML069W	112.78	167.77	0.572973513
YML070W	149.73	202.75	0.437338605
YML071C	32.29	27.53	-0.230082831
YML072C	277.72	145.68	-0.930828249
YML073C	3007.36	4699.12	0.643893032
YML074C	289.41	495.38	0.775420852
YML075C	76.21	38.47	-0.986246486
YML076C	20.76	10.25	-1.018182534
YML077W	71.02	51.58	-0.461413587
YML078W	320.13	546.88	0.772566421
YML079W	133.04	155.15	0.221803623
YML080W	33.76	35.09	0.055745044
YML081C-A	263.09	447.61	0.766685855
YML081W	54.93	11.5	-2.255960431
YML082W	36.43	20.38	-0.837972944
YML085C	362.91	356.06	-0.027491439
YML086C	109.48	144.52	0.40060182
YML088W	38.7	18.9	-1.033947332
YML091C	23.22	10.83	-1.100334729
YML092C	197.7	282.25	0.51366071
YML093W	74.01	79.51	0.103416104
YML094W	108.09	191.62	0.82601509
YML096W	31.35	15.31	-1.03399116
YML097C	33.05	29.42	-0.167853025
YML098W	32.59	47.31	0.537715809
YML099C	24.44	7.19	-1.765180609
YML100W	116.37	85.91	-0.437821204
YML101C	70.54	64.21	-0.135643577
YML102W	27.5	27.89	0.020316316
YML103C	88.31	43.57	-1.019241701
YML104C	33.75	5.08	-2.7319871
YML105C	90.54	141.99	0.649162116
YML106W	508.91	459.13	-0.148507838
YML107C	17.76	14.29	-0.313625665
YML108W	81.54	98.22	0.268508866
YML109W	21.39	14.59	-0.551956599
YML110C	179.2	137.57	-0.381404743
YML111W	43.92	21.42	-1.035919574
YML112W	22.27	26.86	0.270357747
YML113W	38.36	42.88	0.160702185
YML114C	31.12	16.16	-0.945414862
YML115C	90.34	91.08	0.011769378
YML116W	19.17	9.35	-1.035812067
YML117W	56.55	30.43	-0.89403269
YML119W	22.66	21.62	-0.067781338
YML120C	38.21	40.4	0.080405035
YML121W	51.49	37.54	-0.45586362
YML123C	1190.63	1267.99	0.090818217
YML124C	202.22	162.39	-0.316462896
YML125C	236.94	191.57	-0.306650122
YML126C	463.71	622.91	0.425800894
YML127W	62.34	49.9	-0.321118339
YML128C	22.56	14.71	-0.616969821
YML129C	89.93	230.91	1.360456279
YML130C	92.08	92.76	0.010614987
YML131W	33.28	40.24	0.273974872
YMR001C	59.53	39.36	-0.596886674
YMR002W	328.51	643.06	0.969016065
YMR003W	25.31	22.16	-0.191749626
YMR004W	46.31	39.76	-0.220006
YMR005W	48.48	47.7	-0.023400433
YMR006C	87.95	78.79	-0.158671043
YMR008C	43.96	50.64	0.204086018
YMR009W	53.18	69.03	0.376339707
YMR010W	69.95	35.31	-0.986247236
YMR011W	202.81	246.25	0.279994935
YMR012W	384.75	252.45	-0.607923649
YMR013C	25.53	10.59	-1.269490948
YMR014W	40.45	50.99	0.334074635
YMR015C	150.01	180.37	0.265900725
YMR016C	33.46	23.66	-0.499987372
YMR019W	25.25	7.63	-1.726528426
YMR020W	23.98	10.06	-1.253201354
YMR021C	22.32	17.12	-0.382654325
YMR022W	90.58	124.73	0.461544059
YMR023C	11.61	3.45	-1.750699705
YMR024W	50.52	39.43	-0.357560929
YMR025W	13.28	7.7	-0.786324796
YMR026C	31.16	12.05	-1.370662087
YMR027W	123.58	147.9	0.259176774
YMR028W	22.47	25.91	0.205508891
YMR029C	44.59	25.11	-0.828458171
YMR031C	64.14	76.18	0.248187934
YMR032W	29.85	18.35	-0.701950868
YMR033W	62.55	56.65	-0.142933928
YMR034C	11.36	2.97	-1.935427999
YMR035W	34.21	19.97	-0.776583771
YMR036C	16.22	9.13	-0.829087054
YMR037C	37.27	30.32	-0.297745066
YMR038C	198.93	291.11	0.549303538
YMR039C	53.21	88.87	0.739999085
YMR041C	18.42	13.28	-0.472017915
YMR042W	23.27	14.57	-0.675470333
YMR043W	70.12	92.01	0.391964671
YMR044W	37.82	49.87	0.39902284
YMR047C	74.13	54.36	-0.447512055
YMR048W	22.22	27.52	0.308621653
YMR049C	111.88	131.12	0.228935601
YMR053C	6.13	1.25	-2.293958979
YMR054W	70.37	38.22	-0.880632735
YMR055C	15.12	9.8	-0.625604485
YMR058W	630.19	524.61	-0.264541553
YMR060C	33.57	28.67	-0.227630632
YMR061W	54.8	32.68	-0.74576791
YMR062C	63.5	49.01	-0.373680445
YMR063W	15.6	7.05	-1.145850866
YMR064W	34.94	8.93	-1.968147528
YMR065W	8.62	0.77	-3.484757518
YMR066W	16	6.48	-1.304006187
YMR067C	35.48	38.87	0.131651098
YMR068W	8.16	4.24	-0.944504887
YMR070W	32.52	24.44	-0.412082972
